"occupation1";"occupation2";"name1";"name2";"weight";"count";"max_count"
"11-3031.03";"49-9045.00";"11-3031.03";"49-9045.00";0,112359550561798;10;89
"11-3031.03";"49-9095.00";"11-3031.03";"49-9095.00";0,112359550561798;10;89
"11-3031.03";"51-2022.00";"11-3031.03";"51-2022.00";0,426966292134831;38;89
"11-3031.03";"51-2031.00";"11-3031.03";"51-2031.00";0,348314606741573;31;89
"11-3031.03";"51-2061.00";"11-3031.03";"51-2061.00";0,112359550561798;10;89
"11-3031.03";"51-7041.00";"11-3031.03";"51-7041.00";0,370786516853933;33;89
"11-3031.03";"51-8011.00";"11-3031.03";"51-8011.00";0,595505617977528;53;89
"11-3031.03";"51-9071.06";"11-3031.03";"51-9071.06";0,112359550561798;10;89
"11-3031.03";"51-9141.00";"11-3031.03";"51-9141.00";0,112359550561798;10;89
"11-3031.03";"53-1042.01";"11-3031.03";"53-1042.01";0,637362637362637;58;91
"11-3031.03";"53-2021.00";"11-3031.03";"53-2021.00";0,707865168539326;63;89
"11-3031.03";"53-4031.00";"11-3031.03";"53-4031.00";0,426966292134831;38;89
"11-3031.03";"53-7031.00";"11-3031.03";"53-7031.00";0,112359550561798;10;89
"11-3031.03";"53-7041.00";"11-3031.03";"53-7041.00";0,112359550561798;10;89
"11-3031.03";"53-7062.04";"11-3031.03";"53-7062.04";0,382022471910112;34;89
"11-3051.02";"11-9041.01";"11-3051.02";"11-9041.01";0,654320987654321;53;81
"11-3051.02";"11-9179.02";"11-3051.02";"11-9179.02";0,609756097560976;50;82
"11-3051.02";"13-1021.00";"11-3051.02";"13-1021.00";0,662790697674419;57;86
"11-3051.02";"13-1074.00";"11-3051.02";"13-1074.00";0,037037037037037;3;81
"11-3051.02";"13-1199.06";"11-3051.02";"13-1199.06";0,569767441860465;49;86
"11-3051.02";"15-1231.00";"11-3051.02";"15-1231.00";0,51685393258427;46;89
"11-3051.02";"15-2099.01";"11-3051.02";"15-2099.01";0,493827160493827;40;81
"11-3051.02";"17-2199.10";"11-3051.02";"17-2199.10";0,627906976744186;54;86
"11-3051.02";"17-3025.00";"11-3051.02";"17-3025.00";0,505882352941176;43;85
"11-3051.02";"17-3026.00";"11-3051.02";"17-3026.00";0,511363636363636;45;88
"11-3051.02";"19-1029.01";"11-3051.02";"19-1029.01";0,571428571428571;52;91
"11-3051.02";"19-4051.02";"11-3051.02";"19-4051.02";0,505882352941176;43;85
"11-3051.02";"19-4099.03";"11-3051.02";"19-4099.03";0,582417582417582;53;91
"11-3051.02";"21-1094.00";"11-3051.02";"21-1094.00";0,561797752808989;50;89
"11-3051.02";"27-3042.00";"11-3051.02";"27-3042.00";0,555555555555556;45;81
"11-3051.02";"29-1011.00";"11-3051.02";"29-1011.00";0,488888888888889;44;90
"11-3051.02";"29-1021.00";"11-3051.02";"29-1021.00";0,564705882352941;48;85
"11-3051.02";"29-1022.00";"11-3051.02";"29-1022.00";0,484210526315789;46;95
"11-3051.02";"29-1071.01";"11-3051.02";"29-1071.01";0,443298969072165;43;97
"11-3051.02";"29-1124.00";"11-3051.02";"29-1124.00";0,510416666666667;49;96
"11-3051.02";"29-1126.00";"11-3051.02";"29-1126.00";0,452631578947368;43;95
"11-3051.02";"29-1141.01";"11-3051.02";"29-1141.01";0,517647058823529;44;85
"11-3051.02";"29-1211.00";"11-3051.02";"29-1211.00";0,443181818181818;39;88
"11-3051.02";"29-1217.00";"11-3051.02";"29-1217.00";0,595505617977528;53;89
"11-3051.02";"29-1223.00";"11-3051.02";"29-1223.00";0,479166666666667;46;96
"11-3051.02";"29-1229.04";"11-3051.02";"29-1229.04";0,602272727272727;53;88
"11-3051.02";"29-1229.06";"11-3051.02";"29-1229.06";0,441176470588235;45;102
"11-3051.02";"29-2011.00";"11-3051.02";"29-2011.00";0,458333333333333;44;96
"11-3051.02";"29-2012.00";"11-3051.02";"29-2012.00";0,402173913043478;37;92
"11-3051.02";"29-2031.00";"11-3051.02";"29-2031.00";0,393939393939394;39;99
"11-3051.02";"29-2032.00";"11-3051.02";"29-2032.00";0,404255319148936;38;94
"11-3051.02";"29-2033.00";"11-3051.02";"29-2033.00";0,483516483516484;44;91
"11-3051.02";"29-2055.00";"11-3051.02";"29-2055.00";0,449438202247191;40;89
"11-3051.02";"29-9092.00";"11-3051.02";"29-9092.00";0,471264367816092;41;87
"11-3051.02";"31-1121.00";"11-3051.02";"31-1121.00";0,47;47;100
"11-3051.02";"31-9093.00";"11-3051.02";"31-9093.00";0,444444444444444;44;99
"11-3051.02";"31-9095.00";"11-3051.02";"31-9095.00";0,532608695652174;49;92
"11-3051.02";"33-3031.00";"11-3051.02";"33-3031.00";0,573170731707317;47;82
"11-3051.02";"33-3051.04";"11-3051.02";"33-3051.04";0,538461538461538;49;91
"11-3051.02";"33-9093.00";"11-3051.02";"33-9093.00";0,037037037037037;3;81
"11-3051.02";"33-9099.02";"11-3051.02";"33-9099.02";0,606060606060606;60;99
"11-3051.02";"39-2011.00";"11-3051.02";"39-2011.00";0,466019417475728;48;103
"11-3051.02";"39-3012.00";"11-3051.02";"39-3012.00";0,488372093023256;42;86
"11-3051.02";"39-3093.00";"11-3051.02";"39-3093.00";0,466666666666667;42;90
"11-3051.02";"39-5093.00";"11-3051.02";"39-5093.00";0,037037037037037;3;81
"11-3051.02";"39-5094.00";"11-3051.02";"39-5094.00";0,345679012345679;28;81
"11-3051.02";"41-4011.00";"11-3051.02";"41-4011.00";0,488888888888889;44;90
"11-3051.02";"43-4011.00";"11-3051.02";"43-4011.00";0,451219512195122;37;82
"11-3051.02";"43-4071.00";"11-3051.02";"43-4071.00";0,438202247191011;39;89
"11-3051.02";"43-4181.00";"11-3051.02";"43-4181.00";0,456521739130435;42;92
"11-3051.02";"45-2011.00";"11-3051.02";"45-2011.00";0,548387096774194;51;93
"11-3051.02";"45-4021.00";"11-3051.02";"45-4021.00";0,037037037037037;3;81
"11-3051.02";"47-2022.00";"11-3051.02";"47-2022.00";0,037037037037037;3;81
"11-3051.02";"47-2041.00";"11-3051.02";"47-2041.00";0,488372093023256;42;86
"11-3051.02";"47-2042.00";"11-3051.02";"47-2042.00";0,037037037037037;3;81
"11-3051.02";"47-2141.00";"11-3051.02";"47-2141.00";0,56701030927835;55;97
"11-3051.02";"47-2142.00";"11-3051.02";"47-2142.00";0,037037037037037;3;81
"11-3051.02";"47-3011.00";"11-3051.02";"47-3011.00";0,488372093023256;42;86
"11-3051.02";"47-3012.00";"11-3051.02";"47-3012.00";0,530120481927711;44;83
"11-3051.02";"47-3014.00";"11-3051.02";"47-3014.00";0,037037037037037;3;81
"11-3051.02";"47-3015.00";"11-3051.02";"47-3015.00";0,516483516483517;47;91
"11-3051.02";"47-3016.00";"11-3051.02";"47-3016.00";0,037037037037037;3;81
"11-3051.02";"47-4091.00";"11-3051.02";"47-4091.00";0,037037037037037;3;81
"11-3051.02";"47-5011.00";"11-3051.02";"47-5011.00";0,037037037037037;3;81
"11-3051.02";"47-5012.00";"11-3051.02";"47-5012.00";0,037037037037037;3;81
"11-3051.02";"47-5013.00";"11-3051.02";"47-5013.00";0,6;54;90
"11-3051.02";"47-5022.00";"11-3051.02";"47-5022.00";0,481481481481481;39;81
"11-3051.02";"47-5032.00";"11-3051.02";"47-5032.00";0,037037037037037;3;81
"11-3051.02";"47-5051.00";"11-3051.02";"47-5051.00";0,037037037037037;3;81
"11-3051.02";"49-3011.00";"11-3051.02";"49-3011.00";0,453488372093023;39;86
"11-3051.02";"49-3022.00";"11-3051.02";"49-3022.00";0,390243902439024;32;82
"11-3051.02";"49-3093.00";"11-3051.02";"49-3093.00";0,471910112359551;42;89
"11-3051.02";"49-9045.00";"11-3051.02";"49-9045.00";0,037037037037037;3;81
"11-3051.02";"49-9095.00";"11-3051.02";"49-9095.00";0,037037037037037;3;81
"11-3051.02";"51-2022.00";"11-3051.02";"51-2022.00";0,443181818181818;39;88
"11-3051.02";"51-2031.00";"11-3051.02";"51-2031.00";0,447058823529412;38;85
"11-3051.02";"51-2061.00";"11-3051.02";"51-2061.00";0,037037037037037;3;81
"11-3051.02";"51-7041.00";"11-3051.02";"51-7041.00";0,416666666666667;35;84
"11-3051.02";"51-8011.00";"11-3051.02";"51-8011.00";0,528089887640449;47;89
"11-3051.02";"51-9071.06";"11-3051.02";"51-9071.06";0,037037037037037;3;81
"11-3051.02";"51-9141.00";"11-3051.02";"51-9141.00";0,037037037037037;3;81
"11-3051.02";"53-1042.01";"11-3051.02";"53-1042.01";0,659340659340659;60;91
"11-3051.02";"53-2021.00";"11-3051.02";"53-2021.00";0,555555555555556;45;81
"11-3051.02";"53-4031.00";"11-3051.02";"53-4031.00";0,493975903614458;41;83
"11-3051.02";"53-7031.00";"11-3051.02";"53-7031.00";0,037037037037037;3;81
"11-3051.02";"53-7041.00";"11-3051.02";"53-7041.00";0,037037037037037;3;81
"11-3051.02";"53-7062.04";"11-3051.02";"53-7062.04";0,488372093023256;42;86
"11-9041.01";"11-9179.02";"11-9041.01";"11-9179.02";0,573170731707317;47;82
"11-9041.01";"13-1021.00";"11-9041.01";"13-1021.00";0,63953488372093;55;86
"11-9041.01";"13-1074.00";"11-9041.01";"13-1074.00";0,05;4;80
"11-9041.01";"13-1199.06";"11-9041.01";"13-1199.06";0,604651162790698;52;86
"11-9041.01";"15-1231.00";"11-9041.01";"15-1231.00";0,629213483146067;56;89
"11-9041.01";"15-2099.01";"11-9041.01";"15-2099.01";0,7125;57;80
"11-9041.01";"17-2199.10";"11-9041.01";"17-2199.10";0,697674418604651;60;86
"11-9041.01";"17-3025.00";"11-9041.01";"17-3025.00";0,529411764705882;45;85
"11-9041.01";"17-3026.00";"11-9041.01";"17-3026.00";0,647727272727273;57;88
"11-9041.01";"19-1029.01";"11-9041.01";"19-1029.01";0,725274725274725;66;91
"11-9041.01";"19-4051.02";"11-9041.01";"19-4051.02";0,635294117647059;54;85
"11-9041.01";"19-4099.03";"11-9041.01";"19-4099.03";0,725274725274725;66;91
"11-9041.01";"21-1094.00";"11-9041.01";"21-1094.00";0,48314606741573;43;89
"11-9041.01";"27-3042.00";"11-9041.01";"27-3042.00";0,6;48;80
"11-9041.01";"29-1011.00";"11-9041.01";"29-1011.00";0,5;45;90
"11-9041.01";"29-1021.00";"11-9041.01";"29-1021.00";0,635294117647059;54;85
"11-9041.01";"29-1022.00";"11-9041.01";"29-1022.00";0,526315789473684;50;95
"11-9041.01";"29-1071.01";"11-9041.01";"29-1071.01";0,494845360824742;48;97
"11-9041.01";"29-1124.00";"11-9041.01";"29-1124.00";0,479166666666667;46;96
"11-9041.01";"29-1126.00";"11-9041.01";"29-1126.00";0,494736842105263;47;95
"11-9041.01";"29-1141.01";"11-9041.01";"29-1141.01";0,505882352941176;43;85
"11-9041.01";"29-1211.00";"11-9041.01";"29-1211.00";0,545454545454545;48;88
"11-9041.01";"29-1217.00";"11-9041.01";"29-1217.00";0,629213483146067;56;89
"11-9041.01";"29-1223.00";"11-9041.01";"29-1223.00";0,541666666666667;52;96
"11-9041.01";"29-1229.04";"11-9041.01";"29-1229.04";0,613636363636364;54;88
"11-9041.01";"29-1229.06";"11-9041.01";"29-1229.06";0,558823529411765;57;102
"11-9041.01";"29-2011.00";"11-9041.01";"29-2011.00";0,552083333333333;53;96
"11-9041.01";"29-2012.00";"11-9041.01";"29-2012.00";0,554347826086957;51;92
"11-9041.01";"29-2031.00";"11-9041.01";"29-2031.00";0,454545454545455;45;99
"11-9041.01";"29-2032.00";"11-9041.01";"29-2032.00";0,393617021276596;37;94
"11-9041.01";"29-2033.00";"11-9041.01";"29-2033.00";0,527472527472527;48;91
"11-9041.01";"29-2055.00";"11-9041.01";"29-2055.00";0,438202247191011;39;89
"11-9041.01";"29-9092.00";"11-9041.01";"29-9092.00";0,540229885057471;47;87
"11-9041.01";"31-1121.00";"11-9041.01";"31-1121.00";0,45;45;100
"11-9041.01";"31-9093.00";"11-9041.01";"31-9093.00";0,424242424242424;42;99
"11-9041.01";"31-9095.00";"11-9041.01";"31-9095.00";0,521739130434783;48;92
"11-9041.01";"33-3031.00";"11-9041.01";"33-3031.00";0,439024390243902;36;82
"11-9041.01";"33-3051.04";"11-9041.01";"33-3051.04";0,472527472527473;43;91
"11-9041.01";"33-9093.00";"11-9041.01";"33-9093.00";0,05;4;80
"11-9041.01";"33-9099.02";"11-9041.01";"33-9099.02";0,505050505050505;50;99
"11-9041.01";"39-2011.00";"11-9041.01";"39-2011.00";0,436893203883495;45;103
"11-9041.01";"39-3012.00";"11-9041.01";"39-3012.00";0,488372093023256;42;86
"11-9041.01";"39-3093.00";"11-9041.01";"39-3093.00";0,388888888888889;35;90
"11-9041.01";"39-5093.00";"11-9041.01";"39-5093.00";0,05;4;80
"11-9041.01";"39-5094.00";"11-9041.01";"39-5094.00";0,3875;31;80
"11-9041.01";"41-4011.00";"11-9041.01";"41-4011.00";0,5;45;90
"11-9041.01";"43-4011.00";"11-9041.01";"43-4011.00";0,573170731707317;47;82
"11-9041.01";"43-4071.00";"11-9041.01";"43-4071.00";0,471910112359551;42;89
"11-9041.01";"43-4181.00";"11-9041.01";"43-4181.00";0,489130434782609;45;92
"11-9041.01";"45-2011.00";"11-9041.01";"45-2011.00";0,526881720430108;49;93
"11-9041.01";"45-4021.00";"11-9041.01";"45-4021.00";0,05;4;80
"11-9041.01";"47-2022.00";"11-9041.01";"47-2022.00";0,05;4;80
"11-9041.01";"47-2041.00";"11-9041.01";"47-2041.00";0,441860465116279;38;86
"11-9041.01";"47-2042.00";"11-9041.01";"47-2042.00";0,05;4;80
"11-9041.01";"47-2141.00";"11-9041.01";"47-2141.00";0,443298969072165;43;97
"11-9041.01";"47-2142.00";"11-9041.01";"47-2142.00";0,05;4;80
"11-9041.01";"47-3011.00";"11-9041.01";"47-3011.00";0,465116279069767;40;86
"11-9041.01";"47-3012.00";"11-9041.01";"47-3012.00";0,457831325301205;38;83
"11-9041.01";"47-3014.00";"11-9041.01";"47-3014.00";0,05;4;80
"11-9041.01";"47-3015.00";"11-9041.01";"47-3015.00";0,461538461538462;42;91
"11-9041.01";"47-3016.00";"11-9041.01";"47-3016.00";0,05;4;80
"11-9041.01";"47-4091.00";"11-9041.01";"47-4091.00";0,05;4;80
"11-9041.01";"47-5011.00";"11-9041.01";"47-5011.00";0,05;4;80
"11-9041.01";"47-5012.00";"11-9041.01";"47-5012.00";0,05;4;80
"11-9041.01";"47-5013.00";"11-9041.01";"47-5013.00";0,5;45;90
"11-9041.01";"47-5022.00";"11-9041.01";"47-5022.00";0,425;34;80
"11-9041.01";"47-5032.00";"11-9041.01";"47-5032.00";0,05;4;80
"11-9041.01";"47-5051.00";"11-9041.01";"47-5051.00";0,05;4;80
"11-9041.01";"49-3011.00";"11-9041.01";"49-3011.00";0,488372093023256;42;86
"11-9041.01";"49-3022.00";"11-9041.01";"49-3022.00";0,341463414634146;28;82
"11-9041.01";"49-3093.00";"11-9041.01";"49-3093.00";0,415730337078652;37;89
"11-9041.01";"49-9045.00";"11-9041.01";"49-9045.00";0,05;4;80
"11-9041.01";"49-9095.00";"11-9041.01";"49-9095.00";0,05;4;80
"11-9041.01";"51-2022.00";"11-9041.01";"51-2022.00";0,465909090909091;41;88
"11-9041.01";"51-2031.00";"11-9041.01";"51-2031.00";0,4;34;85
"11-9041.01";"51-2061.00";"11-9041.01";"51-2061.00";0,05;4;80
"11-9041.01";"51-7041.00";"11-9041.01";"51-7041.00";0,369047619047619;31;84
"11-9041.01";"51-8011.00";"11-9041.01";"51-8011.00";0,674157303370786;60;89
"11-9041.01";"51-9071.06";"11-9041.01";"51-9071.06";0,05;4;80
"11-9041.01";"51-9141.00";"11-9041.01";"51-9141.00";0,05;4;80
"11-9041.01";"53-1042.01";"11-9041.01";"53-1042.01";0,56043956043956;51;91
"11-9041.01";"53-2021.00";"11-9041.01";"53-2021.00";0,592592592592593;48;81
"11-9041.01";"53-4031.00";"11-9041.01";"53-4031.00";0,457831325301205;38;83
"11-9041.01";"53-7031.00";"11-9041.01";"53-7031.00";0,05;4;80
"11-9041.01";"53-7041.00";"11-9041.01";"53-7041.00";0,05;4;80
"11-9041.01";"53-7062.04";"11-9041.01";"53-7062.04";0,418604651162791;36;86
"11-9179.02";"13-1021.00";"11-9179.02";"13-1021.00";0,755813953488372;65;86
"11-9179.02";"13-1074.00";"11-9179.02";"13-1074.00";0,0731707317073171;6;82
"11-9179.02";"13-1199.06";"11-9179.02";"13-1199.06";0,744186046511628;64;86
"11-9179.02";"15-1231.00";"11-9179.02";"15-1231.00";0,606741573033708;54;89
"11-9179.02";"15-2099.01";"11-9179.02";"15-2099.01";0,548780487804878;45;82
"11-9179.02";"17-2199.10";"11-9179.02";"17-2199.10";0,627906976744186;54;86
"11-9179.02";"17-3025.00";"11-9179.02";"17-3025.00";0,364705882352941;31;85
"11-9179.02";"17-3026.00";"11-9179.02";"17-3026.00";0,477272727272727;42;88
"11-9179.02";"19-1029.01";"11-9179.02";"19-1029.01";0,637362637362637;58;91
"11-9179.02";"19-4051.02";"11-9179.02";"19-4051.02";0,470588235294118;40;85
"11-9179.02";"19-4099.03";"11-9179.02";"19-4099.03";0,604395604395604;55;91
"11-9179.02";"21-1094.00";"11-9179.02";"21-1094.00";0,707865168539326;63;89
"11-9179.02";"27-3042.00";"11-9179.02";"27-3042.00";0,646341463414634;53;82
"11-9179.02";"29-1011.00";"11-9179.02";"29-1011.00";0,644444444444444;58;90
"11-9179.02";"29-1021.00";"11-9179.02";"29-1021.00";0,576470588235294;49;85
"11-9179.02";"29-1022.00";"11-9179.02";"29-1022.00";0,610526315789474;58;95
"11-9179.02";"29-1071.01";"11-9179.02";"29-1071.01";0,505154639175258;49;97
"11-9179.02";"29-1124.00";"11-9179.02";"29-1124.00";0,53125;51;96
"11-9179.02";"29-1126.00";"11-9179.02";"29-1126.00";0,515789473684211;49;95
"11-9179.02";"29-1141.01";"11-9179.02";"29-1141.01";0,694117647058824;59;85
"11-9179.02";"29-1211.00";"11-9179.02";"29-1211.00";0,590909090909091;52;88
"11-9179.02";"29-1217.00";"11-9179.02";"29-1217.00";0,752808988764045;67;89
"11-9179.02";"29-1223.00";"11-9179.02";"29-1223.00";0,677083333333333;65;96
"11-9179.02";"29-1229.04";"11-9179.02";"29-1229.04";0,75;66;88
"11-9179.02";"29-1229.06";"11-9179.02";"29-1229.06";0,617647058823529;63;102
"11-9179.02";"29-2011.00";"11-9179.02";"29-2011.00";0,53125;51;96
"11-9179.02";"29-2012.00";"11-9179.02";"29-2012.00";0,489130434782609;45;92
"11-9179.02";"29-2031.00";"11-9179.02";"29-2031.00";0,515151515151515;51;99
"11-9179.02";"29-2032.00";"11-9179.02";"29-2032.00";0,542553191489362;51;94
"11-9179.02";"29-2033.00";"11-9179.02";"29-2033.00";0,582417582417582;53;91
"11-9179.02";"29-2055.00";"11-9179.02";"29-2055.00";0,50561797752809;45;89
"11-9179.02";"29-9092.00";"11-9179.02";"29-9092.00";0,655172413793103;57;87
"11-9179.02";"31-1121.00";"11-9179.02";"31-1121.00";0,56;56;100
"11-9179.02";"31-9093.00";"11-9179.02";"31-9093.00";0,464646464646465;46;99
"11-9179.02";"31-9095.00";"11-9179.02";"31-9095.00";0,641304347826087;59;92
"11-9179.02";"33-3031.00";"11-9179.02";"33-3031.00";0,524390243902439;43;82
"11-9179.02";"33-3051.04";"11-9179.02";"33-3051.04";0,538461538461538;49;91
"11-9179.02";"33-9093.00";"11-9179.02";"33-9093.00";0,0731707317073171;6;82
"11-9179.02";"33-9099.02";"11-9179.02";"33-9099.02";0,666666666666667;66;99
"11-9179.02";"39-2011.00";"11-9179.02";"39-2011.00";0,524271844660194;54;103
"11-9179.02";"39-3012.00";"11-9179.02";"39-3012.00";0,616279069767442;53;86
"11-9179.02";"39-3093.00";"11-9179.02";"39-3093.00";0,577777777777778;52;90
"11-9179.02";"39-5093.00";"11-9179.02";"39-5093.00";0,0731707317073171;6;82
"11-9179.02";"39-5094.00";"11-9179.02";"39-5094.00";0,585365853658537;48;82
"11-9179.02";"41-4011.00";"11-9179.02";"41-4011.00";0,577777777777778;52;90
"11-9179.02";"43-4011.00";"11-9179.02";"43-4011.00";0,646341463414634;53;82
"11-9179.02";"43-4071.00";"11-9179.02";"43-4071.00";0,561797752808989;50;89
"11-9179.02";"43-4181.00";"11-9179.02";"43-4181.00";0,619565217391304;57;92
"11-9179.02";"45-2011.00";"11-9179.02";"45-2011.00";0,494623655913978;46;93
"11-9179.02";"45-4021.00";"11-9179.02";"45-4021.00";0,0731707317073171;6;82
"11-9179.02";"47-2022.00";"11-9179.02";"47-2022.00";0,0731707317073171;6;82
"11-9179.02";"47-2041.00";"11-9179.02";"47-2041.00";0,441860465116279;38;86
"11-9179.02";"47-2042.00";"11-9179.02";"47-2042.00";0,0731707317073171;6;82
"11-9179.02";"47-2141.00";"11-9179.02";"47-2141.00";0,463917525773196;45;97
"11-9179.02";"47-2142.00";"11-9179.02";"47-2142.00";0,0731707317073171;6;82
"11-9179.02";"47-3011.00";"11-9179.02";"47-3011.00";0,313953488372093;27;86
"11-9179.02";"47-3012.00";"11-9179.02";"47-3012.00";0,313253012048193;26;83
"11-9179.02";"47-3014.00";"11-9179.02";"47-3014.00";0,0731707317073171;6;82
