"skill1";"skill2";"name1";"name2";"weight";"count";"max_count"
"1.A.1.a.1";"1.A.1.a.2";"Oral Comprehension";"Written Comprehension";0,765151515151515;202;264
"1.A.1.a.1";"1.A.1.a.3";"Oral Comprehension";"Oral Expression";0,900826446280992;218;242
"1.A.1.a.1";"1.A.1.a.4";"Oral Comprehension";"Written Expression";0,748031496062992;190;254
"1.A.1.a.1";"1.A.1.b.1";"Oral Comprehension";"Fluency of Ideas";0,694915254237288;164;236
"1.A.1.a.1";"1.A.1.b.2";"Oral Comprehension";"Originality";0,690677966101695;163;236
"1.A.1.a.1";"1.A.1.b.4";"Oral Comprehension";"Deductive Reasoning";0,731707317073171;180;246
"1.A.1.a.1";"1.A.1.b.5";"Oral Comprehension";"Inductive Reasoning";0,69327731092437;165;238
"1.A.1.a.1";"1.A.1.b.6";"Oral Comprehension";"Information Ordering";0,669491525423729;158;236
"1.A.1.a.1";"1.A.1.c.1";"Oral Comprehension";"Mathematical Reasoning";0,601694915254237;142;236
"1.A.1.a.1";"1.A.1.c.2";"Oral Comprehension";"Number Facility";0,597457627118644;141;236
"1.A.1.a.1";"1.A.1.d.1";"Oral Comprehension";"Memorization";0,684873949579832;163;238
"1.A.1.a.1";"1.A.1.e.1";"Oral Comprehension";"Speed of Closure";0,63135593220339;149;236
"1.A.1.a.1";"1.A.4.b.4";"Oral Comprehension";"Speech Recognition";0,783898305084746;185;236
"1.A.1.a.1";"1.A.4.b.5";"Oral Comprehension";"Speech Clarity";0,771186440677966;182;236
"1.A.1.a.1";"1.C.1.a";"Oral Comprehension";"Achievement/Effort";0,690677966101695;163;236
"1.A.1.a.1";"1.C.1.b";"Oral Comprehension";"Persistence";0,716101694915254;169;236
"1.A.1.a.1";"1.C.1.c";"Oral Comprehension";"Initiative";0,677966101694915;160;236
"1.A.1.a.1";"1.C.2.b";"Oral Comprehension";"Leadership";0,588983050847458;139;236
"1.A.1.a.1";"1.C.3.b";"Oral Comprehension";"Concern for Others";0,584745762711864;138;236
"1.A.1.a.1";"1.C.3.c";"Oral Comprehension";"Social Orientation";0,614406779661017;145;236
"1.A.1.a.1";"1.C.7.a";"Oral Comprehension";"Innovation";0,597457627118644;141;236
"1.A.1.a.1";"1.C.7.b";"Oral Comprehension";"Analytical Thinking";0,694915254237288;164;236
"1.A.1.a.1";"2.A.1.a";"Oral Comprehension";"Reading Comprehension";0,781376518218624;193;247
"1.A.1.a.1";"2.A.1.c";"Oral Comprehension";"Writing";0,756302521008403;180;238
"1.A.1.a.1";"2.A.1.d";"Oral Comprehension";"Speaking";0,808;202;250
"1.A.1.a.1";"2.A.1.e";"Oral Comprehension";"Mathematics";0,576271186440678;136;236
"1.A.1.a.1";"2.A.2.a";"Oral Comprehension";"Critical Thinking";0,76271186440678;180;236
"1.A.1.a.1";"2.A.2.b";"Oral Comprehension";"Active Learning";0,652542372881356;154;236
"1.A.1.a.1";"2.A.2.d";"Oral Comprehension";"Monitoring";0,567796610169492;134;236
"1.A.1.a.1";"2.B.1.a";"Oral Comprehension";"Social Perceptiveness";0,661016949152542;156;236
"1.A.1.a.1";"2.B.1.b";"Oral Comprehension";"Coordination";0,580508474576271;137;236
"1.A.1.a.1";"2.B.1.c";"Oral Comprehension";"Persuasion";0,743697478991597;177;238
"1.A.1.a.1";"2.B.1.d";"Oral Comprehension";"Negotiation";0,708860759493671;168;237
"1.A.1.a.1";"2.B.1.e";"Oral Comprehension";"Instructing";0,724576271186441;171;236
"1.A.1.a.1";"2.B.2.i";"Oral Comprehension";"Complex Problem Solving";0,699152542372881;165;236
"1.A.1.a.1";"2.B.3.a";"Oral Comprehension";"Operations Analysis";0,491525423728814;116;236
"1.A.1.a.1";"2.B.4.e";"Oral Comprehension";"Judgment and Decision Making";0,656779661016949;155;236
"1.A.1.a.1";"2.B.4.g";"Oral Comprehension";"Systems Analysis";0,669491525423729;158;236
"1.A.1.a.1";"2.B.4.h";"Oral Comprehension";"Systems Evaluation";0,65546218487395;156;238
"1.A.1.a.1";"2.B.5.a";"Oral Comprehension";"Time Management";0,605932203389831;143;236
"1.A.1.a.1";"2.B.5.b";"Oral Comprehension";"Management of Financial Resources";0,470338983050847;111;236
"1.A.1.a.1";"2.B.5.c";"Oral Comprehension";"Management of Material Resources";0,436440677966102;103;236
"1.A.1.a.1";"2.B.5.d";"Oral Comprehension";"Management of Personnel Resources";0,601694915254237;142;236
"1.A.1.a.1";"2.C.1.a";"Oral Comprehension";"Administration and Management";0,483050847457627;114;236
"1.A.1.a.1";"2.C.1.c";"Oral Comprehension";"Economics and Accounting";0,474576271186441;112;236
"1.A.1.a.1";"2.C.1.d";"Oral Comprehension";"Sales and Marketing";0,427966101694915;101;236
