"period";"n_occupations";"n_skills";"n_skill_pairs";"unique_skills_in_network";"pct_effective_skills";"mean_rca";"mean_complementarity";"median_complementarity"
"2010-2014";89;177;14802;177;52,9637459870018;1,20368729183969;0,430208603845658;0,476190476190476
