"skill1","skill2","name1","name2","weight","count","occupation_count"
"1.A.1.a.1","1.A.1.a.2","Oral Comprehension","Written Comprehension",28.513276058965,26,26
"1.A.1.a.1","1.A.1.a.3","Oral Comprehension","Oral Expression",28.5574692850626,26,26
"1.A.1.a.1","1.A.1.a.4","Oral Comprehension","Written Expression",25.7064446317569,23,23
"1.A.1.a.1","1.A.1.b.1","Oral Comprehension","Fluency of Ideas",24.4007305326273,22,22
"1.A.1.a.1","1.A.1.b.2","Oral Comprehension","Originality",23.4650007592012,21,21
"1.A.1.a.1","1.A.1.b.3","Oral Comprehension","Problem Sensitivity",25.8317083573272,24,24
"1.A.1.a.1","1.A.1.b.4","Oral Comprehension","Deductive Reasoning",25.1228096553859,23,23
"1.A.1.a.1","1.A.1.b.5","Oral Comprehension","Inductive Reasoning",22.8191024224439,21,21
"1.A.1.a.1","1.A.1.b.6","Oral Comprehension","Information Ordering",24.0879551489536,22,22
"1.A.1.a.1","1.A.1.b.7","Oral Comprehension","Category Flexibility",19.8217902103021,18,18
"1.A.1.a.1","1.A.1.c.1","Oral Comprehension","Mathematical Reasoning",20.6513384152593,18,18
"1.A.1.a.1","1.A.1.c.2","Oral Comprehension","Number Facility",20.5082445453717,18,18
"1.A.1.a.1","1.A.1.d.1","Oral Comprehension","Memorization",24.3256535717097,22,22
"1.A.1.a.1","1.A.1.e.1","Oral Comprehension","Speed of Closure",27.2365347841456,25,25
"1.A.1.a.1","1.A.1.e.2","Oral Comprehension","Flexibility of Closure",23.9022838451776,22,22
"1.A.1.a.1","1.A.1.e.3","Oral Comprehension","Perceptual Speed",22.1511907113851,20,20
"1.A.1.a.1","1.A.1.f.1","Oral Comprehension","Spatial Orientation",7.96878984604629,7,7
"1.A.1.a.1","1.A.1.f.2","Oral Comprehension","Visualization",16.2299134703432,15,15
"1.A.1.a.1","1.A.1.g.1","Oral Comprehension","Selective Attention",22.8118278180863,21,21
"1.A.1.a.1","1.A.1.g.2","Oral Comprehension","Time Sharing",24.8878715577821,23,23
"1.A.1.a.1","1.A.2.a.1","Oral Comprehension","Arm-Hand Steadiness",16.5188650033757,15,15
"1.A.1.a.1","1.A.2.a.2","Oral Comprehension","Manual Dexterity",13.2835936235962,12,12
"1.A.1.a.1","1.A.2.a.3","Oral Comprehension","Finger Dexterity",12.1631042016537,11,11
"1.A.1.a.1","1.A.2.b.1","Oral Comprehension","Control Precision",13.2043695037016,12,12
"1.A.1.a.1","1.A.2.b.2","Oral Comprehension","Multilimb Coordination",8.77841486662387,8,8
"1.A.1.a.1","1.A.2.b.3","Oral Comprehension","Response Orientation",11.0657235294707,10,10
"1.A.1.a.1","1.A.2.b.4","Oral Comprehension","Rate Control",14.0384063405744,13,13
"1.A.1.a.1","1.A.2.c.1","Oral Comprehension","Reaction Time",9.00988930810407,8,8
"1.A.1.a.1","1.A.2.c.2","Oral Comprehension","Wrist-Finger Speed",14.1269029372188,13,13
"1.A.1.a.1","1.A.2.c.3","Oral Comprehension","Speed of Limb Movement",16.4516569024719,15,15
"1.A.1.a.1","1.A.3.a.1","Oral Comprehension","Static Strength",12.2881249802224,11,11
"1.A.1.a.1","1.A.3.a.2","Oral Comprehension","Explosive Strength",8.3956928173901,7,7
"1.A.1.a.1","1.A.3.a.3","Oral Comprehension","Dynamic Strength",14.1282698340254,13,13
"1.A.1.a.1","1.A.3.a.4","Oral Comprehension","Trunk Strength",12.6031565381557,11,11
"1.A.1.a.1","1.A.3.b.1","Oral Comprehension","Stamina",15.5330231487908,14,14
"1.A.1.a.1","1.A.3.c.1","Oral Comprehension","Extent Flexibility",14.444192405287,13,13
"1.A.1.a.1","1.A.3.c.2","Oral Comprehension","Dynamic Flexibility",11.175318461072,10,10
"1.A.1.a.1","1.A.3.c.3","Oral Comprehension","Gross Body Coordination",16.3484470763629,15,15
"1.A.1.a.1","1.A.3.c.4","Oral Comprehension","Gross Body Equilibrium",15.2956304447902,14,14
"1.A.1.a.1","1.A.4.a.1","Oral Comprehension","Near Vision",20.7079913225552,19,19
"1.A.1.a.1","1.A.4.a.2","Oral Comprehension","Far Vision",18.4775069220787,17,17
"1.A.1.a.1","1.A.4.a.3","Oral Comprehension","Visual Color Discrimination",18.2016340832969,17,17
"1.A.1.a.1","1.A.4.a.4","Oral Comprehension","Night Vision",5.88728640610004,5,5
"1.A.1.a.1","1.A.4.a.5","Oral Comprehension","Peripheral Vision",5.81256308716626,5,5
"1.A.1.a.1","1.A.4.a.6","Oral Comprehension","Depth Perception",6.58585012458602,6,6
"1.A.1.a.1","1.A.4.a.7","Oral Comprehension","Glare Sensitivity",10.1602512302145,9,9
"1.A.1.a.1","1.A.4.b.1","Oral Comprehension","Hearing Sensitivity",14.0737755422229,13,13
"1.A.1.a.1","1.A.4.b.2","Oral Comprehension","Auditory Attention",15.4180390691306,14,14
"1.A.1.a.1","1.A.4.b.3","Oral Comprehension","Sound Localization",7.80374281659832,7,7
"1.A.1.a.1","1.A.4.b.4","Oral Comprehension","Speech Recognition",24.1691437861852,22,22
"1.A.1.a.1","1.A.4.b.5","Oral Comprehension","Speech Clarity",25.2807909721897,23,23
"1.A.1.a.1","1.C.1.a","Oral Comprehension","Achievement/Effort",21.8360496936576,20,20
"1.A.1.a.1","1.C.1.b","Oral Comprehension","Persistence",17.5859140749868,16,16
"1.A.1.a.1","1.C.1.c","Oral Comprehension","Initiative",20.492899021181,19,19
"1.A.1.a.1","1.C.2.b","Oral Comprehension","Leadership",16.0393273578467,15,15
"1.A.1.a.1","1.C.3.a","Oral Comprehension","Cooperation",21.7604978120518,20,20
"1.A.1.a.1","1.C.3.b","Oral Comprehension","Concern for Others",20.8979012351471,19,19
"1.A.1.a.1","1.C.3.c","Oral Comprehension","Social Orientation",23.1890730645819,21,21
"1.A.1.a.1","1.C.4.a","Oral Comprehension","Self-Control",20.9944626829205,19,19
"1.A.1.a.1","1.C.4.b","Oral Comprehension","Stress Tolerance",24.0059906708139,22,22
"1.A.1.a.1","1.C.4.c","Oral Comprehension","Adaptability/Flexibility",21.6107178114404,20,20
"1.A.1.a.1","1.C.5.a","Oral Comprehension","Dependability",17.5361830907505,16,16
"1.A.1.a.1","1.C.5.b","Oral Comprehension","Attention to Detail",18.5087754596443,17,17
"1.A.1.a.1","1.C.5.c","Oral Comprehension","Integrity",24.9882895660484,23,23
"1.A.1.a.1","1.C.6","Oral Comprehension","Independence",20.6913429953786,19,19
"1.A.1.a.1","1.C.7.a","Oral Comprehension","Innovation",17.4873962597838,16,16
"1.A.1.a.1","1.C.7.b","Oral Comprehension","Analytical Thinking",19.7631015747707,18,18
"1.A.1.a.1","2.A.1.a","Oral Comprehension","Reading Comprehension",33.346047128313,30,30
"1.A.1.a.1","2.A.1.b","Oral Comprehension","Active Listening",31.0111417869195,28,28
"1.A.1.a.1","2.A.1.c","Oral Comprehension","Writing",32.4791771580852,29,29
"1.A.1.a.1","2.A.1.d","Oral Comprehension","Speaking",27.8481658811891,25,25
"1.A.1.a.1","2.A.1.e","Oral Comprehension","Mathematics",25.8145015695896,23,23
"1.A.1.a.1","2.A.1.f","Oral Comprehension","Science",22.5495647927347,18,18
"1.A.1.a.1","2.A.2.a","Oral Comprehension","Critical Thinking",25.0290969883915,23,23
"1.A.1.a.1","2.A.2.b","Oral Comprehension","Active Learning",29.842346795012,27,27
"1.A.1.a.1","2.A.2.c","Oral Comprehension","Learning Strategies",30.5779109281229,28,28
"1.A.1.a.1","2.A.2.d","Oral Comprehension","Monitoring",31.2656218986011,29,29
"1.A.1.a.1","2.B.1.a","Oral Comprehension","Social Perceptiveness",24.6220030382725,22,22
"1.A.1.a.1","2.B.1.b","Oral Comprehension","Coordination",20.9719659282537,19,19
"1.A.1.a.1","2.B.1.c","Oral Comprehension","Persuasion",27.6539443607616,25,25
"1.A.1.a.1","2.B.1.d","Oral Comprehension","Negotiation",26.6449550214398,24,24
"1.A.1.a.1","2.B.1.e","Oral Comprehension","Instructing",29.3406817478985,27,27
"1.A.1.a.1","2.B.1.f","Oral Comprehension","Service Orientation",24.0584512630584,21,21
"1.A.1.a.1","2.B.2.i","Oral Comprehension","Complex Problem Solving",20.2157147760143,18,18
"1.A.1.a.1","2.B.3.a","Oral Comprehension","Operations Analysis",19.7618101913241,17,17
"1.A.1.a.1","2.B.3.b","Oral Comprehension","Technology Design",18.9948627587548,17,17
"1.A.1.a.1","2.B.3.c","Oral Comprehension","Equipment Selection",9.86774569686462,9,9
"1.A.1.a.1","2.B.3.d","Oral Comprehension","Installation",4.08331640800963,3,3
"1.A.1.a.1","2.B.3.e","Oral Comprehension","Programming",27.7153246893984,24,24
"1.A.1.a.1","2.B.3.g","Oral Comprehension","Operations Monitoring",15.485207355282,14,14
"1.A.1.a.1","2.B.3.h","Oral Comprehension","Operation and Control",11.1238112841046,10,10
"1.A.1.a.1","2.B.3.j","Oral Comprehension","Equipment Maintenance",9.17227499726073,8,8
"1.A.1.a.1","2.B.3.k","Oral Comprehension","Troubleshooting",9.96191616346787,9,9
"1.A.1.a.1","2.B.3.l","Oral Comprehension","Repairing",8.05308552786466,7,7
"1.A.1.a.1","2.B.3.m","Oral Comprehension","Quality Control Analysis",14.3070564075506,13,13
"1.A.1.a.1","2.B.4.e","Oral Comprehension","Judgment and Decision Making",24.0836883756622,22,22
"1.A.1.a.1","2.B.4.g","Oral Comprehension","Systems Analysis",28.2508067933299,25,25
"1.A.1.a.1","2.B.4.h","Oral Comprehension","Systems Evaluation",24.8881794862735,22,22
"1.A.1.a.1","2.B.5.a","Oral Comprehension","Time Management",26.0249345185005,24,24
"1.A.1.a.1","2.B.5.b","Oral Comprehension","Management of Financial Resources",17.7549554646992,16,16
"1.A.1.a.1","2.B.5.c","Oral Comprehension","Management of Material Resources",15.4533448096559,14,14
"1.A.1.a.1","2.B.5.d","Oral Comprehension","Management of Personnel Resources",21.6991839763435,20,20
"1.A.1.a.1","2.C.1.a","Oral Comprehension","Administration and Management",16.3509055200679,15,15
"1.A.1.a.1","2.C.1.b","Oral Comprehension","Administrative",15.0704589027061,13,13
"1.A.1.a.1","2.C.1.c","Oral Comprehension","Economics and Accounting",12.2221210005588,10,10
"1.A.1.a.1","2.C.1.d","Oral Comprehension","Sales and Marketing",16.0503111340362,13,13
"1.A.1.a.1","2.C.1.e","Oral Comprehension","Customer and Personal Service",17.3875235385828,15,15
"1.A.1.a.1","2.C.1.f","Oral Comprehension","Personnel and Human Resources",12.31005652468,11,11
"1.A.1.a.1","2.C.10","Oral Comprehension","Transportation",11.15171520108,9,9
"1.A.1.a.1","2.C.2.a","Oral Comprehension","Production and Processing",11.663157891218,10,10
"1.A.1.a.1","2.C.2.b","Oral Comprehension","Food Production",14.4431927210256,12,12
"1.A.1.a.1","2.C.3.a","Oral Comprehension","Computers and Electronics",19.9280208938878,17,17
"1.A.1.a.1","2.C.3.b","Oral Comprehension","Engineering and Technology",10.9625418826439,9,9
"1.A.1.a.1","2.C.3.c","Oral Comprehension","Design",10.8915605232,9,9
