"occupation1";"occupation2";"name1";"name2";"weight";"count";"max_count"
"33-9093.00";"51-9141.00";"33-9093.00";"51-9141.00";0,525641025641026;41;78
"33-9093.00";"53-7031.00";"33-9093.00";"53-7031.00";0,461538461538462;36;78
"39-5093.00";"45-4021.00";"39-5093.00";"45-4021.00";0,319444444444444;23;72
"39-5093.00";"47-2022.00";"39-5093.00";"47-2022.00";0,486111111111111;35;72
"39-5093.00";"47-2042.00";"39-5093.00";"47-2042.00";0,666666666666667;48;72
"39-5093.00";"47-2142.00";"39-5093.00";"47-2142.00";0,527777777777778;38;72
"39-5093.00";"47-3014.00";"39-5093.00";"47-3014.00";0,472222222222222;34;72
"39-5093.00";"47-3016.00";"39-5093.00";"47-3016.00";0,402777777777778;29;72
"39-5093.00";"47-4091.00";"39-5093.00";"47-4091.00";0,486111111111111;35;72
"39-5093.00";"47-5011.00";"39-5093.00";"47-5011.00";0,333333333333333;24;72
"39-5093.00";"47-5012.00";"39-5093.00";"47-5012.00";0,444444444444444;32;72
"39-5093.00";"47-5032.00";"39-5093.00";"47-5032.00";0,416666666666667;30;72
"39-5093.00";"47-5051.00";"39-5093.00";"47-5051.00";0,347222222222222;25;72
"39-5093.00";"49-9045.00";"39-5093.00";"49-9045.00";0,444444444444444;32;72
"39-5093.00";"49-9095.00";"39-5093.00";"49-9095.00";0,388888888888889;28;72
"39-5093.00";"51-2061.00";"39-5093.00";"51-2061.00";0,531645569620253;42;79
"39-5093.00";"51-9071.06";"39-5093.00";"51-9071.06";0,567567567567568;42;74
"39-5093.00";"51-9141.00";"39-5093.00";"51-9141.00";0,541666666666667;39;72
"39-5093.00";"53-7031.00";"39-5093.00";"53-7031.00";0,305555555555556;22;72
"45-4021.00";"47-2022.00";"45-4021.00";"47-2022.00";0,485294117647059;33;68
"45-4021.00";"47-2042.00";"45-4021.00";"47-2042.00";0,385714285714286;27;70
"45-4021.00";"47-2142.00";"45-4021.00";"47-2142.00";0,529411764705882;36;68
"45-4021.00";"47-3014.00";"45-4021.00";"47-3014.00";0,565217391304348;39;69
"45-4021.00";"47-3016.00";"45-4021.00";"47-3016.00";0,352941176470588;24;68
"45-4021.00";"47-4091.00";"45-4021.00";"47-4091.00";0,4;28;70
"45-4021.00";"47-5011.00";"45-4021.00";"47-5011.00";0,642857142857143;45;70
"45-4021.00";"47-5012.00";"45-4021.00";"47-5012.00";0,402777777777778;29;72
"45-4021.00";"47-5032.00";"45-4021.00";"47-5032.00";0,391304347826087;27;69
"45-4021.00";"47-5051.00";"45-4021.00";"47-5051.00";0,695652173913043;48;69
"45-4021.00";"49-9045.00";"45-4021.00";"49-9045.00";0,557142857142857;39;70
"45-4021.00";"49-9095.00";"45-4021.00";"49-9095.00";0,472222222222222;34;72
"45-4021.00";"51-2061.00";"45-4021.00";"51-2061.00";0,468354430379747;37;79
"45-4021.00";"51-9071.06";"45-4021.00";"51-9071.06";0,418918918918919;31;74
"45-4021.00";"51-9141.00";"45-4021.00";"51-9141.00";0,323529411764706;22;68
"45-4021.00";"53-7031.00";"45-4021.00";"53-7031.00";0,544117647058823;37;68
"47-2022.00";"47-2042.00";"47-2022.00";"47-2042.00";0,585714285714286;41;70
"47-2022.00";"47-2142.00";"47-2022.00";"47-2142.00";0,455882352941176;31;68
"47-2022.00";"47-3014.00";"47-2022.00";"47-3014.00";0,565217391304348;39;69
"47-2022.00";"47-3016.00";"47-2022.00";"47-3016.00";0,5;34;68
"47-2022.00";"47-4091.00";"47-2022.00";"47-4091.00";0,457142857142857;32;70
"47-2022.00";"47-5011.00";"47-2022.00";"47-5011.00";0,485714285714286;34;70
"47-2022.00";"47-5012.00";"47-2022.00";"47-5012.00";0,472222222222222;34;72
"47-2022.00";"47-5032.00";"47-2022.00";"47-5032.00";0,376811594202899;26;69
"47-2022.00";"47-5051.00";"47-2022.00";"47-5051.00";0,449275362318841;31;69
"47-2022.00";"49-9045.00";"47-2022.00";"49-9045.00";0,528571428571429;37;70
"47-2022.00";"49-9095.00";"47-2022.00";"49-9095.00";0,486111111111111;35;72
"47-2022.00";"51-2061.00";"47-2022.00";"51-2061.00";0,481012658227848;38;79
"47-2022.00";"51-9071.06";"47-2022.00";"51-9071.06";0,432432432432432;32;74
"47-2022.00";"51-9141.00";"47-2022.00";"51-9141.00";0,382352941176471;26;68
"47-2022.00";"53-7031.00";"47-2022.00";"53-7031.00";0,382352941176471;26;68
"47-2042.00";"47-2142.00";"47-2042.00";"47-2142.00";0,557142857142857;39;70
"47-2042.00";"47-3014.00";"47-2042.00";"47-3014.00";0,514285714285714;36;70
"47-2042.00";"47-3016.00";"47-2042.00";"47-3016.00";0,442857142857143;31;70
"47-2042.00";"47-4091.00";"47-2042.00";"47-4091.00";0,557142857142857;39;70
"47-2042.00";"47-5011.00";"47-2042.00";"47-5011.00";0,314285714285714;22;70
"47-2042.00";"47-5012.00";"47-2042.00";"47-5012.00";0,444444444444444;32;72
"47-2042.00";"47-5032.00";"47-2042.00";"47-5032.00";0,471428571428571;33;70
"47-2042.00";"47-5051.00";"47-2042.00";"47-5051.00";0,357142857142857;25;70
"47-2042.00";"49-9045.00";"47-2042.00";"49-9045.00";0,471428571428571;33;70
"47-2042.00";"49-9095.00";"47-2042.00";"49-9095.00";0,430555555555556;31;72
"47-2042.00";"51-2061.00";"47-2042.00";"51-2061.00";0,607594936708861;48;79
"47-2042.00";"51-9071.06";"47-2042.00";"51-9071.06";0,567567567567568;42;74
"47-2042.00";"51-9141.00";"47-2042.00";"51-9141.00";0,514285714285714;36;70
"47-2042.00";"53-7031.00";"47-2042.00";"53-7031.00";0,371428571428571;26;70
"47-2142.00";"47-3014.00";"47-2142.00";"47-3014.00";0,536231884057971;37;69
"47-2142.00";"47-3016.00";"47-2142.00";"47-3016.00";0,4;26;65
"47-2142.00";"47-4091.00";"47-2142.00";"47-4091.00";0,357142857142857;25;70
"47-2142.00";"47-5011.00";"47-2142.00";"47-5011.00";0,442857142857143;31;70
"47-2142.00";"47-5012.00";"47-2142.00";"47-5012.00";0,291666666666667;21;72
"47-2142.00";"47-5032.00";"47-2142.00";"47-5032.00";0,333333333333333;23;69
"47-2142.00";"47-5051.00";"47-2142.00";"47-5051.00";0,579710144927536;40;69
"47-2142.00";"49-9045.00";"47-2142.00";"49-9045.00";0,357142857142857;25;70
"47-2142.00";"49-9095.00";"47-2142.00";"49-9095.00";0,416666666666667;30;72
"47-2142.00";"51-2061.00";"47-2142.00";"51-2061.00";0,392405063291139;31;79
"47-2142.00";"51-9071.06";"47-2142.00";"51-9071.06";0,486486486486487;36;74
"47-2142.00";"51-9141.00";"47-2142.00";"51-9141.00";0,415384615384615;27;65
"47-2142.00";"53-7031.00";"47-2142.00";"53-7031.00";0,384615384615385;25;65
"47-3014.00";"47-3016.00";"47-3014.00";"47-3016.00";0,391304347826087;27;69
"47-3014.00";"47-4091.00";"47-3014.00";"47-4091.00";0,514285714285714;36;70
"47-3014.00";"47-5011.00";"47-3014.00";"47-5011.00";0,471428571428571;33;70
"47-3014.00";"47-5012.00";"47-3014.00";"47-5012.00";0,319444444444444;23;72
"47-3014.00";"47-5032.00";"47-3014.00";"47-5032.00";0,333333333333333;23;69
"47-3014.00";"47-5051.00";"47-3014.00";"47-5051.00";0,492753623188406;34;69
"47-3014.00";"49-9045.00";"47-3014.00";"49-9045.00";0,6;42;70
"47-3014.00";"49-9095.00";"47-3014.00";"49-9095.00";0,402777777777778;29;72
"47-3014.00";"51-2061.00";"47-3014.00";"51-2061.00";0,468354430379747;37;79
"47-3014.00";"51-9071.06";"47-3014.00";"51-9071.06";0,459459459459459;34;74
"47-3014.00";"51-9141.00";"47-3014.00";"51-9141.00";0,420289855072464;29;69
"47-3014.00";"53-7031.00";"47-3014.00";"53-7031.00";0,507246376811594;35;69
"47-3016.00";"47-4091.00";"47-3016.00";"47-4091.00";0,471428571428571;33;70
"47-3016.00";"47-5011.00";"47-3016.00";"47-5011.00";0,428571428571429;30;70
"47-3016.00";"47-5012.00";"47-3016.00";"47-5012.00";0,430555555555556;31;72
"47-3016.00";"47-5032.00";"47-3016.00";"47-5032.00";0,463768115942029;32;69
"47-3016.00";"47-5051.00";"47-3016.00";"47-5051.00";0,420289855072464;29;69
"47-3016.00";"49-9045.00";"47-3016.00";"49-9045.00";0,385714285714286;27;70
"47-3016.00";"49-9095.00";"47-3016.00";"49-9095.00";0,625;45;72
"47-3016.00";"51-2061.00";"47-3016.00";"51-2061.00";0,329113924050633;26;79
"47-3016.00";"51-9071.06";"47-3016.00";"51-9071.06";0,27027027027027;20;74
"47-3016.00";"51-9141.00";"47-3016.00";"51-9141.00";0,323076923076923;21;65
"47-3016.00";"53-7031.00";"47-3016.00";"53-7031.00";0,375;24;64
"47-4091.00";"47-5011.00";"47-4091.00";"47-5011.00";0,414285714285714;29;70
"47-4091.00";"47-5012.00";"47-4091.00";"47-5012.00";0,583333333333333;42;72
"47-4091.00";"47-5032.00";"47-4091.00";"47-5032.00";0,528571428571429;37;70
"47-4091.00";"47-5051.00";"47-4091.00";"47-5051.00";0,414285714285714;29;70
"47-4091.00";"49-9045.00";"47-4091.00";"49-9045.00";0,571428571428571;40;70
"47-4091.00";"49-9095.00";"47-4091.00";"49-9095.00";0,583333333333333;42;72
"47-4091.00";"51-2061.00";"47-4091.00";"51-2061.00";0,468354430379747;37;79
"47-4091.00";"51-9071.06";"47-4091.00";"51-9071.06";0,364864864864865;27;74
"47-4091.00";"51-9141.00";"47-4091.00";"51-9141.00";0,442857142857143;31;70
"47-4091.00";"53-7031.00";"47-4091.00";"53-7031.00";0,528571428571429;37;70
"47-5011.00";"47-5012.00";"47-5011.00";"47-5012.00";0,541666666666667;39;72
"47-5011.00";"47-5032.00";"47-5011.00";"47-5032.00";0,457142857142857;32;70
"47-5011.00";"47-5051.00";"47-5011.00";"47-5051.00";0,657142857142857;46;70
"47-5011.00";"49-9045.00";"47-5011.00";"49-9045.00";0,5;35;70
"47-5011.00";"49-9095.00";"47-5011.00";"49-9095.00";0,569444444444444;41;72
"47-5011.00";"51-2061.00";"47-5011.00";"51-2061.00";0,455696202531646;36;79
"47-5011.00";"51-9071.06";"47-5011.00";"51-9071.06";0,378378378378378;28;74
"47-5011.00";"51-9141.00";"47-5011.00";"51-9141.00";0,3;21;70
"47-5011.00";"53-7031.00";"47-5011.00";"53-7031.00";0,557142857142857;39;70
"47-5012.00";"47-5032.00";"47-5012.00";"47-5032.00";0,625;45;72
"47-5012.00";"47-5051.00";"47-5012.00";"47-5051.00";0,444444444444444;32;72
"47-5012.00";"49-9045.00";"47-5012.00";"49-9045.00";0,583333333333333;42;72
"47-5012.00";"49-9095.00";"47-5012.00";"49-9095.00";0,472222222222222;34;72
"47-5012.00";"51-2061.00";"47-5012.00";"51-2061.00";0,531645569620253;42;79
"47-5012.00";"51-9071.06";"47-5012.00";"51-9071.06";0,445945945945946;33;74
"47-5012.00";"51-9141.00";"47-5012.00";"51-9141.00";0,513888888888889;37;72
"47-5012.00";"53-7031.00";"47-5012.00";"53-7031.00";0,486111111111111;35;72
"47-5032.00";"47-5051.00";"47-5032.00";"47-5051.00";0,347826086956522;24;69
"47-5032.00";"49-9045.00";"47-5032.00";"49-9045.00";0,5;35;70
"47-5032.00";"49-9095.00";"47-5032.00";"49-9095.00";0,486111111111111;35;72
"47-5032.00";"51-2061.00";"47-5032.00";"51-2061.00";0,544303797468354;43;79
"47-5032.00";"51-9071.06";"47-5032.00";"51-9071.06";0,527027027027027;39;74
"47-5032.00";"51-9141.00";"47-5032.00";"51-9141.00";0,478260869565217;33;69
"47-5032.00";"53-7031.00";"47-5032.00";"53-7031.00";0,434782608695652;30;69
"47-5051.00";"49-9045.00";"47-5051.00";"49-9045.00";0,442857142857143;31;70
"47-5051.00";"49-9095.00";"47-5051.00";"49-9095.00";0,555555555555556;40;72
"47-5051.00";"51-2061.00";"47-5051.00";"51-2061.00";0,367088607594937;29;79
"47-5051.00";"51-9071.06";"47-5051.00";"51-9071.06";0,405405405405405;30;74
"47-5051.00";"51-9141.00";"47-5051.00";"51-9141.00";0,391304347826087;27;69
"47-5051.00";"53-7031.00";"47-5051.00";"53-7031.00";0,492753623188406;34;69
"49-9045.00";"49-9095.00";"49-9045.00";"49-9095.00";0,430555555555556;31;72
"49-9045.00";"51-2061.00";"49-9045.00";"51-2061.00";0,569620253164557;45;79
"49-9045.00";"51-9071.06";"49-9045.00";"51-9071.06";0,459459459459459;34;74
"49-9045.00";"51-9141.00";"49-9045.00";"51-9141.00";0,5;35;70
"49-9045.00";"53-7031.00";"49-9045.00";"53-7031.00";0,5;35;70
"49-9095.00";"51-2061.00";"49-9095.00";"51-2061.00";0,417721518987342;33;79
"49-9095.00";"51-9071.06";"49-9095.00";"51-9071.06";0,324324324324324;24;74
"49-9095.00";"51-9141.00";"49-9095.00";"51-9141.00";0,388888888888889;28;72
"49-9095.00";"53-7031.00";"49-9095.00";"53-7031.00";0,458333333333333;33;72
"51-2061.00";"51-9071.06";"51-2061.00";"51-9071.06";0,670886075949367;53;79
"51-2061.00";"51-9141.00";"51-2061.00";"51-9141.00";0,518987341772152;41;79
"51-2061.00";"53-7031.00";"51-2061.00";"53-7031.00";0,481012658227848;38;79
"51-9071.06";"51-9141.00";"51-9071.06";"51-9141.00";0,567567567567568;42;74
"51-9071.06";"53-7031.00";"51-9071.06";"53-7031.00";0,405405405405405;30;74
"51-9141.00";"53-7031.00";"51-9141.00";"53-7031.00";0,461538461538462;30;65
