"period";"n_occupations";"n_skills";"n_skill_pairs";"unique_skills_in_network";"pct_effective_skills";"mean_rca";"mean_complementarity";"median_complementarity"
"2015-2019";332;177;15576;177;46,2698250629637;0,999784461276881;0,437441301930259;0,435971973762671
