"period";"n_occupations";"n_skills";"n_skill_pairs";"unique_skills_in_network";"pct_effective_skills";"mean_rca";"mean_complementarity";"median_complementarity"
"2005-2009";20;142;9999;142;49,0845070422535;0,999735020389824;0,446067954003748;0,454545454545455
