"occupation1";"occupation2";"name1";"name2";"weight";"count";"max_count"
"15-1221.00";"47-5023.00";"15-1221.00";"47-5023.00";0,225;18;80
"15-1221.00";"47-5041.00";"15-1221.00";"47-5041.00";0,2;16;80
"15-1221.00";"47-5043.00";"15-1221.00";"47-5043.00";0,1625;13;80
"15-1221.00";"47-5081.00";"15-1221.00";"47-5081.00";0,2625;21;80
"15-1221.00";"49-2011.00";"15-1221.00";"49-2011.00";0,453488372093023;39;86
"15-1221.00";"49-2022.00";"15-1221.00";"49-2022.00";0,3125;25;80
"15-1221.00";"49-2091.00";"15-1221.00";"49-2091.00";0,3875;31;80
"15-1221.00";"49-2092.00";"15-1221.00";"49-2092.00";0,325;26;80
"15-1221.00";"49-2093.00";"15-1221.00";"49-2093.00";0,325;26;80
"15-1221.00";"49-2095.00";"15-1221.00";"49-2095.00";0,4125;33;80
"15-1221.00";"49-2096.00";"15-1221.00";"49-2096.00";0,3625;29;80
"15-1221.00";"49-2098.00";"15-1221.00";"49-2098.00";0,3125;25;80
"15-1221.00";"49-3021.00";"15-1221.00";"49-3021.00";0,358024691358025;29;81
"15-1221.00";"49-3041.00";"15-1221.00";"49-3041.00";0,25;20;80
"15-1221.00";"49-3042.00";"15-1221.00";"49-3042.00";0,2625;21;80
"15-1221.00";"49-3043.00";"15-1221.00";"49-3043.00";0,2125;17;80
"15-1221.00";"49-3051.00";"15-1221.00";"49-3051.00";0,2875;23;80
"15-1221.00";"49-3053.00";"15-1221.00";"49-3053.00";0,25;20;80
"15-1221.00";"49-3091.00";"15-1221.00";"49-3091.00";0,275;22;80
"15-1221.00";"49-3092.00";"15-1221.00";"49-3092.00";0,2625;21;80
"15-1221.00";"49-9011.00";"15-1221.00";"49-9011.00";0,225;18;80
"15-1221.00";"49-9012.00";"15-1221.00";"49-9012.00";0,275;22;80
"15-1221.00";"49-9031.00";"15-1221.00";"49-9031.00";0,325;26;80
"15-1221.00";"49-9052.00";"15-1221.00";"49-9052.00";0,2125;17;80
"15-1221.00";"49-9061.00";"15-1221.00";"49-9061.00";0,6125;49;80
"15-1221.00";"49-9063.00";"15-1221.00";"49-9063.00";0,419753086419753;34;81
"15-1221.00";"49-9064.00";"15-1221.00";"49-9064.00";0,4375;35;80
"15-1221.00";"49-9091.00";"15-1221.00";"49-9091.00";0,2875;23;80
"15-1221.00";"49-9092.00";"15-1221.00";"49-9092.00";0,225;18;80
"15-1221.00";"49-9094.00";"15-1221.00";"49-9094.00";0,275;22;80
"15-1221.00";"51-2011.00";"15-1221.00";"51-2011.00";0,3;24;80
"15-1221.00";"51-2021.00";"15-1221.00";"51-2021.00";0,264367816091954;23;87
"15-1221.00";"51-2023.00";"15-1221.00";"51-2023.00";0,3625;29;80
"15-1221.00";"51-3011.00";"15-1221.00";"51-3011.00";0,310344827586207;27;87
"15-1221.00";"51-3021.00";"15-1221.00";"51-3021.00";0,2375;19;80
"15-1221.00";"51-3022.00";"15-1221.00";"51-3022.00";0,275862068965517;24;87
"15-1221.00";"51-3023.00";"15-1221.00";"51-3023.00";0,1875;15;80
"15-1221.00";"51-3091.00";"15-1221.00";"51-3091.00";0,325;26;80
"15-1221.00";"51-4021.00";"15-1221.00";"51-4021.00";0,2375;19;80
"15-1221.00";"51-4022.00";"15-1221.00";"51-4022.00";0,225;18;80
"15-1221.00";"51-4023.00";"15-1221.00";"51-4023.00";0,275;22;80
"15-1221.00";"51-4031.00";"15-1221.00";"51-4031.00";0,275;22;80
"15-1221.00";"51-4033.00";"15-1221.00";"51-4033.00";0,275;22;80
"15-1221.00";"51-4051.00";"15-1221.00";"51-4051.00";0,2625;21;80
"15-1221.00";"51-4061.00";"15-1221.00";"51-4061.00";0,375;30;80
"15-1221.00";"51-4062.00";"15-1221.00";"51-4062.00";0,341176470588235;29;85
"15-1221.00";"51-4072.00";"15-1221.00";"51-4072.00";0,2375;19;80
"15-1221.00";"51-4191.00";"15-1221.00";"51-4191.00";0,275;22;80
"15-1221.00";"51-4192.00";"15-1221.00";"51-4192.00";0,380952380952381;32;84
"15-1221.00";"51-4193.00";"15-1221.00";"51-4193.00";0,2375;19;80
"15-1221.00";"51-4194.00";"15-1221.00";"51-4194.00";0,3125;25;80
"15-1221.00";"51-5111.00";"15-1221.00";"51-5111.00";0,5;42;84
"15-1221.00";"51-5113.00";"15-1221.00";"51-5113.00";0,2625;21;80
"15-1221.00";"51-6011.00";"15-1221.00";"51-6011.00";0,204819277108434;17;83
"15-1221.00";"51-6021.00";"15-1221.00";"51-6021.00";0,175;14;80
"15-1221.00";"51-6031.00";"15-1221.00";"51-6031.00";0,2875;23;80
"15-1221.00";"51-6062.00";"15-1221.00";"51-6062.00";0,2625;21;80
"15-1221.00";"51-6064.00";"15-1221.00";"51-6064.00";0,25;20;80
"15-1221.00";"51-6091.00";"15-1221.00";"51-6091.00";0,2625;21;80
"15-1221.00";"51-6092.00";"15-1221.00";"51-6092.00";0,558139534883721;48;86
"15-1221.00";"51-6093.00";"15-1221.00";"51-6093.00";0,3625;29;80
"15-1221.00";"51-7011.00";"15-1221.00";"51-7011.00";0,2875;23;80
"15-1221.00";"51-7021.00";"15-1221.00";"51-7021.00";0,3125;25;80
"15-1221.00";"51-7042.00";"15-1221.00";"51-7042.00";0,3125;25;80
"15-1221.00";"51-8031.00";"15-1221.00";"51-8031.00";0,4;32;80
"15-1221.00";"51-8091.00";"15-1221.00";"51-8091.00";0,390243902439024;32;82
"15-1221.00";"51-8099.01";"15-1221.00";"51-8099.01";0,3;24;80
"15-1221.00";"51-9011.00";"15-1221.00";"51-9011.00";0,3125;25;80
"15-1221.00";"51-9012.00";"15-1221.00";"51-9012.00";0,35;28;80
"15-1221.00";"51-9031.00";"15-1221.00";"51-9031.00";0,2875;23;80
"15-1221.00";"51-9032.00";"15-1221.00";"51-9032.00";0,2875;23;80
"15-1221.00";"51-9041.00";"15-1221.00";"51-9041.00";0,1875;15;80
"15-1221.00";"51-9051.00";"15-1221.00";"51-9051.00";0,25;20;80
"15-1221.00";"51-9082.00";"15-1221.00";"51-9082.00";0,416666666666667;35;84
"15-1221.00";"51-9083.00";"15-1221.00";"51-9083.00";0,325;26;80
"15-1221.00";"51-9111.00";"15-1221.00";"51-9111.00";0,231707317073171;19;82
"15-1221.00";"51-9123.00";"15-1221.00";"51-9123.00";0,3125;25;80
"15-1221.00";"51-9151.00";"15-1221.00";"51-9151.00";0,419753086419753;34;81
"15-1221.00";"51-9162.00";"15-1221.00";"51-9162.00";0,573170731707317;47;82
"15-1221.00";"51-9191.00";"15-1221.00";"51-9191.00";0,2125;17;80
"15-1221.00";"51-9192.00";"15-1221.00";"51-9192.00";0,317647058823529;27;85
"15-1221.00";"51-9193.00";"15-1221.00";"51-9193.00";0,2625;21;80
"15-1221.00";"51-9194.00";"15-1221.00";"51-9194.00";0,358024691358025;29;81
"15-1221.00";"51-9195.03";"15-1221.00";"51-9195.03";0,35;28;80
"15-1221.00";"51-9195.04";"15-1221.00";"51-9195.04";0,333333333333333;27;81
"15-1221.00";"51-9196.00";"15-1221.00";"51-9196.00";0,2625;21;80
"15-1221.00";"51-9198.00";"15-1221.00";"51-9198.00";0,1875;15;80
"15-1221.00";"53-1041.00";"15-1221.00";"53-1041.00";0,325;26;80
"15-1221.00";"53-3011.00";"15-1221.00";"53-3011.00";0,2375;19;80
"15-1221.00";"53-3052.00";"15-1221.00";"53-3052.00";0,1625;13;80
"15-1221.00";"53-4011.00";"15-1221.00";"53-4011.00";0,25;20;80
"15-1221.00";"53-5011.00";"15-1221.00";"53-5011.00";0,225;18;80
"15-1221.00";"53-6021.00";"15-1221.00";"53-6021.00";0,25;20;80
"15-1221.00";"53-6031.00";"15-1221.00";"53-6031.00";0,2125;17;80
"15-1221.00";"53-6041.00";"15-1221.00";"53-6041.00";0,5125;41;80
"15-1221.00";"53-6051.07";"15-1221.00";"53-6051.07";0,3125;25;80
"15-1221.00";"53-6061.00";"15-1221.00";"53-6061.00";0,223529411764706;19;85
"15-1221.00";"53-7011.00";"15-1221.00";"53-7011.00";0,305882352941176;26;85
"15-1221.00";"53-7021.00";"15-1221.00";"53-7021.00";0,2;16;80
"15-1221.00";"53-7063.00";"15-1221.00";"53-7063.00";0,225;18;80
"15-1221.00";"53-7071.00";"15-1221.00";"53-7071.00";0,3375;27;80
"15-1221.00";"53-7073.00";"15-1221.00";"53-7073.00";0,275;22;80
"15-1221.00";"53-7121.00";"15-1221.00";"53-7121.00";0,2625;21;80
"15-1243.01";"15-1244.00";"15-1243.01";"15-1244.00";0,67032967032967;61;91
"15-1243.01";"15-1251.00";"15-1243.01";"15-1251.00";0,802197802197802;73;91
"15-1243.01";"15-1254.00";"15-1243.01";"15-1254.00";0,840425531914894;79;94
"15-1243.01";"15-1299.01";"15-1243.01";"15-1299.01";0,769230769230769;70;91
"15-1243.01";"15-1299.09";"15-1243.01";"15-1299.09";0,722772277227723;73;101
"15-1243.01";"15-2051.02";"15-1243.01";"15-2051.02";0,808510638297872;76;94
"15-1243.01";"17-1021.00";"15-1243.01";"17-1021.00";0,67032967032967;61;91
"15-1243.01";"17-2011.00";"15-1243.01";"17-2011.00";0,769230769230769;70;91
"15-1243.01";"17-2041.00";"15-1243.01";"17-2041.00";0,681318681318681;62;91
"15-1243.01";"17-2072.01";"15-1243.01";"17-2072.01";0,75;69;92
"15-1243.01";"17-2112.02";"15-1243.01";"17-2112.02";0,692307692307692;63;91
"15-1243.01";"17-2112.03";"15-1243.01";"17-2112.03";0,549450549450549;50;91
"15-1243.01";"17-2151.00";"15-1243.01";"17-2151.00";0,734042553191489;69;94
"15-1243.01";"17-2199.03";"15-1243.01";"17-2199.03";0,703296703296703;64;91
"15-1243.01";"17-2199.06";"15-1243.01";"17-2199.06";0,67032967032967;61;91
"15-1243.01";"17-2199.07";"15-1243.01";"17-2199.07";0,648351648351648;59;91
"15-1243.01";"17-2199.08";"15-1243.01";"17-2199.08";0,582417582417582;53;91
"15-1243.01";"17-3013.00";"15-1243.01";"17-3013.00";0,637362637362637;58;91
"15-1243.01";"17-3021.00";"15-1243.01";"17-3021.00";0,571428571428571;52;91
"15-1243.01";"17-3022.00";"15-1243.01";"17-3022.00";0,648351648351648;59;91
"15-1243.01";"17-3024.01";"15-1243.01";"17-3024.01";0,417582417582418;38;91
"15-1243.01";"17-3027.01";"15-1243.01";"17-3027.01";0,340659340659341;31;91
"15-1243.01";"19-1029.04";"15-1243.01";"19-1029.04";0,604395604395604;55;91
"15-1243.01";"19-2043.00";"15-1243.01";"19-2043.00";0,659340659340659;60;91
"15-1243.01";"19-3022.00";"15-1243.01";"19-3022.00";0,797872340425532;75;94
"15-1243.01";"19-3034.00";"15-1243.01";"19-3034.00";0,736263736263736;67;91
"15-1243.01";"19-3093.00";"15-1243.01";"19-3093.00";0,626373626373626;57;91
"15-1243.01";"19-4021.00";"15-1243.01";"19-4021.00";0,706521739130435;65;92
"15-1243.01";"19-4061.00";"15-1243.01";"19-4061.00";0,804123711340206;78;97
"15-1243.01";"19-4071.00";"15-1243.01";"19-4071.00";0,208791208791209;19;91
"15-1243.01";"21-1021.00";"15-1243.01";"21-1021.00";0,615384615384615;56;91
"15-1243.01";"21-1091.00";"15-1243.01";"21-1091.00";0,648351648351648;59;91
"15-1243.01";"23-2093.00";"15-1243.01";"23-2093.00";0,681318681318681;62;91
"15-1243.01";"25-1011.00";"15-1243.01";"25-1011.00";0,703296703296703;64;91
"15-1243.01";"25-1021.00";"15-1243.01";"25-1021.00";0,692307692307692;63;91
"15-1243.01";"25-1022.00";"15-1243.01";"25-1022.00";0,78021978021978;71;91
"15-1243.01";"25-1031.00";"15-1243.01";"25-1031.00";0,67741935483871;63;93
"15-1243.01";"25-1032.00";"15-1243.01";"25-1032.00";0,714285714285714;65;91
"15-1243.01";"25-1041.00";"15-1243.01";"25-1041.00";0,593406593406593;54;91
"15-1243.01";"25-1042.00";"15-1243.01";"25-1042.00";0,703296703296703;64;91
"15-1243.01";"25-1051.00";"15-1243.01";"25-1051.00";0,692307692307692;63;91
"15-1243.01";"25-1052.00";"15-1243.01";"25-1052.00";0,725274725274725;66;91
"15-1243.01";"25-1053.00";"15-1243.01";"25-1053.00";0,673913043478261;62;92
"15-1243.01";"25-1054.00";"15-1243.01";"25-1054.00";0,626373626373626;57;91
"15-1243.01";"25-1061.00";"15-1243.01";"25-1061.00";0,659340659340659;60;91
"15-1243.01";"25-1062.00";"15-1243.01";"25-1062.00";0,712765957446808;67;94
"15-1243.01";"25-1063.00";"15-1243.01";"25-1063.00";0,736263736263736;67;91
"15-1243.01";"25-1064.00";"15-1243.01";"25-1064.00";0,725274725274725;66;91
"15-1243.01";"25-1065.00";"15-1243.01";"25-1065.00";0,714285714285714;65;91
"15-1243.01";"25-1066.00";"15-1243.01";"25-1066.00";0,681318681318681;62;91
"15-1243.01";"25-1067.00";"15-1243.01";"25-1067.00";0,692307692307692;63;91
"15-1243.01";"25-1071.00";"15-1243.01";"25-1071.00";0,571428571428571;52;91
"15-1243.01";"25-1072.00";"15-1243.01";"25-1072.00";0,673913043478261;62;92
"15-1243.01";"25-1081.00";"15-1243.01";"25-1081.00";0,717391304347826;66;92
"15-1243.01";"25-1082.00";"15-1243.01";"25-1082.00";0,703296703296703;64;91
"15-1243.01";"25-1111.00";"15-1243.01";"25-1111.00";0,66304347826087;61;92
"15-1243.01";"25-1112.00";"15-1243.01";"25-1112.00";0,681318681318681;62;91
"15-1243.01";"25-1121.00";"15-1243.01";"25-1121.00";0,549450549450549;50;91
"15-1243.01";"25-1122.00";"15-1243.01";"25-1122.00";0,684210526315789;65;95
"15-1243.01";"25-1123.00";"15-1243.01";"25-1123.00";0,659340659340659;60;91
"15-1243.01";"25-1124.00";"15-1243.01";"25-1124.00";0,703296703296703;64;91
"15-1243.01";"25-1125.00";"15-1243.01";"25-1125.00";0,648351648351648;59;91
"15-1243.01";"25-1126.00";"15-1243.01";"25-1126.00";0,714285714285714;65;91
"15-1243.01";"25-1192.00";"15-1243.01";"25-1192.00";0,663265306122449;65;98
"15-1243.01";"25-1193.00";"15-1243.01";"25-1193.00";0,65625;63;96
"15-1243.01";"25-1194.00";"15-1243.01";"25-1194.00";0,395604395604396;36;91
"15-1243.01";"25-2011.00";"15-1243.01";"25-2011.00";0,505494505494505;46;91
"15-1243.01";"25-2012.00";"15-1243.01";"25-2012.00";0,593406593406593;54;91
"15-1243.01";"25-2023.00";"15-1243.01";"25-2023.00";0,58695652173913;54;92
"15-1243.01";"25-2031.00";"15-1243.01";"25-2031.00";0,663265306122449;65;98
"15-1243.01";"25-2032.00";"15-1243.01";"25-2032.00";0,593406593406593;54;91
"15-1243.01";"25-2051.00";"15-1243.01";"25-2051.00";0,621052631578947;59;95
"15-1243.01";"25-2057.00";"15-1243.01";"25-2057.00";0,683673469387755;67;98
"15-1243.01";"25-2058.00";"15-1243.01";"25-2058.00";0,632075471698113;67;106
"15-1243.01";"25-3011.00";"15-1243.01";"25-3011.00";0,701030927835051;68;97
"15-1243.01";"25-3021.00";"15-1243.01";"25-3021.00";0,56043956043956;51;91
"15-1243.01";"25-4012.00";"15-1243.01";"25-4012.00";0,717391304347826;66;92
"15-1243.01";"25-4013.00";"15-1243.01";"25-4013.00";0,472527472527473;43;91
"15-1243.01";"25-4031.00";"15-1243.01";"25-4031.00";0,595744680851064;56;94
"15-1243.01";"25-9031.00";"15-1243.01";"25-9031.00";0,696078431372549;71;102
"15-1243.01";"25-9044.00";"15-1243.01";"25-9044.00";0,681318681318681;62;91
"15-1243.01";"27-1012.00";"15-1243.01";"27-1012.00";0,406593406593407;37;91
"15-1243.01";"27-1013.00";"15-1243.01";"27-1013.00";0,43956043956044;40;91
"15-1243.01";"27-1014.00";"15-1243.01";"27-1014.00";0,703296703296703;64;91
"15-1243.01";"27-1021.00";"15-1243.01";"27-1021.00";0,714285714285714;65;91
"15-1243.01";"27-1023.00";"15-1243.01";"27-1023.00";0,516483516483517;47;91
"15-1243.01";"27-1026.00";"15-1243.01";"27-1026.00";0,494505494505495;45;91
"15-1243.01";"27-2011.00";"15-1243.01";"27-2011.00";0,483516483516484;44;91
"15-1243.01";"27-2012.04";"15-1243.01";"27-2012.04";0,702127659574468;66;94
"15-1243.01";"27-2012.05";"15-1243.01";"27-2012.05";0,666666666666667;62;93
"15-1243.01";"27-2021.00";"15-1243.01";"27-2021.00";0,252747252747253;23;91
"15-1243.01";"27-2022.00";"15-1243.01";"27-2022.00";0,516483516483517;47;91
"15-1243.01";"27-2031.00";"15-1243.01";"27-2031.00";0,362637362637363;33;91
"15-1243.01";"27-3011.00";"15-1243.01";"27-3011.00";0,56043956043956;51;91
"15-1243.01";"27-3041.00";"15-1243.01";"27-3041.00";0,739583333333333;71;96
"15-1243.01";"27-4011.00";"15-1243.01";"27-4011.00";0,362637362637363;33;91
"15-1243.01";"27-4012.00";"15-1243.01";"27-4012.00";0,461538461538462;42;91
"15-1243.01";"27-4031.00";"15-1243.01";"27-4031.00";0,373626373626374;34;91
"15-1243.01";"29-9093.00";"15-1243.01";"29-9093.00";0,351648351648352;32;91
"15-1243.01";"31-1132.00";"15-1243.01";"31-1132.00";0,296703296703297;27;91
"15-1243.01";"31-9097.00";"15-1243.01";"31-9097.00";0,351648351648352;32;91
"15-1243.01";"33-2022.00";"15-1243.01";"33-2022.00";0,263736263736264;24;91
"15-1243.01";"33-3021.02";"15-1243.01";"33-3021.02";0,5625;54;96
"15-1243.01";"33-3041.00";"15-1243.01";"33-3041.00";0,208791208791209;19;91
"15-1243.01";"33-3052.00";"15-1243.01";"33-3052.00";0,252747252747253;23;91
"15-1243.01";"33-9011.00";"15-1243.01";"33-9011.00";0,32967032967033;30;91
"15-1243.01";"33-9021.00";"15-1243.01";"33-9021.00";0,639175257731959;62;97
"15-1243.01";"33-9031.00";"15-1243.01";"33-9031.00";0,516483516483517;47;91
"15-1243.01";"33-9091.00";"15-1243.01";"33-9091.00";0,362637362637363;33;91
"15-1243.01";"35-1012.00";"15-1243.01";"35-1012.00";0,43956043956044;40;91
"15-1243.01";"35-2011.00";"15-1243.01";"35-2011.00";0,406593406593407;37;91
"15-1243.01";"35-2012.00";"15-1243.01";"35-2012.00";0,406593406593407;37;91
"15-1243.01";"35-2014.00";"15-1243.01";"35-2014.00";0,384615384615385;35;91
"15-1243.01";"35-2015.00";"15-1243.01";"35-2015.00";0,43956043956044;40;91
"15-1243.01";"35-3011.00";"15-1243.01";"35-3011.00";0,351648351648352;32;91
"15-1243.01";"35-3023.01";"15-1243.01";"35-3023.01";0,340659340659341;31;91
"15-1243.01";"35-3031.00";"15-1243.01";"35-3031.00";0,362637362637363;33;91
"15-1243.01";"35-9031.00";"15-1243.01";"35-9031.00";0,395604395604396;36;91
"15-1243.01";"37-2021.00";"15-1243.01";"37-2021.00";0,351648351648352;32;91
"15-1243.01";"37-3011.00";"15-1243.01";"37-3011.00";0,252747252747253;23;91
"15-1243.01";"37-3012.00";"15-1243.01";"37-3012.00";0,131868131868132;12;91
"15-1243.01";"37-3013.00";"15-1243.01";"37-3013.00";0,142857142857143;13;91
"15-1243.01";"39-2021.00";"15-1243.01";"39-2021.00";0,32967032967033;30;91
"15-1243.01";"39-3011.00";"15-1243.01";"39-3011.00";0,505494505494505;46;91
"15-1243.01";"39-3031.00";"15-1243.01";"39-3031.00";0,362637362637363;33;91
"15-1243.01";"39-3092.00";"15-1243.01";"39-3092.00";0,450549450549451;41;91
"15-1243.01";"39-5011.00";"15-1243.01";"39-5011.00";0,406593406593407;37;91
"15-1243.01";"39-5012.00";"15-1243.01";"39-5012.00";0,516483516483517;47;91
"15-1243.01";"39-5091.00";"15-1243.01";"39-5091.00";0,505494505494505;46;91
"15-1243.01";"39-5092.00";"15-1243.01";"39-5092.00";0,373626373626374;34;91
"15-1243.01";"39-6011.00";"15-1243.01";"39-6011.00";0,21978021978022;20;91
"15-1243.01";"39-9011.00";"15-1243.01";"39-9011.00";0,563829787234043;53;94
"15-1243.01";"39-9032.00";"15-1243.01";"39-9032.00";0,543478260869565;50;92
"15-1243.01";"39-9041.00";"15-1243.01";"39-9041.00";0,417582417582418;38;91
"15-1243.01";"41-1011.00";"15-1243.01";"41-1011.00";0,571428571428571;52;91
"15-1243.01";"41-2012.00";"15-1243.01";"41-2012.00";0,472527472527473;43;91
"15-1243.01";"41-2021.00";"15-1243.01";"41-2021.00";0,428571428571429;39;91
"15-1243.01";"41-2031.00";"15-1243.01";"41-2031.00";0,483516483516484;44;91
"15-1243.01";"41-3011.00";"15-1243.01";"41-3011.00";0,692307692307692;63;91
"15-1243.01";"41-3021.00";"15-1243.01";"41-3021.00";0,75;69;92
"15-1243.01";"41-3041.00";"15-1243.01";"41-3041.00";0,637362637362637;58;91
"15-1243.01";"41-9011.00";"15-1243.01";"41-9011.00";0,472527472527473;43;91
"15-1243.01";"41-9021.00";"15-1243.01";"41-9021.00";0,67032967032967;61;91
"15-1243.01";"41-9022.00";"15-1243.01";"41-9022.00";0,571428571428571;52;91
"15-1243.01";"41-9091.00";"15-1243.01";"41-9091.00";0,538461538461538;49;91
"15-1243.01";"43-1011.00";"15-1243.01";"43-1011.00";0,725274725274725;66;91
"15-1243.01";"43-3011.00";"15-1243.01";"43-3011.00";0,626373626373626;57;91
"15-1243.01";"43-3031.00";"15-1243.01";"43-3031.00";0,714285714285714;65;91
"15-1243.01";"43-3071.00";"15-1243.01";"43-3071.00";0,626373626373626;57;91
"15-1243.01";"43-4081.00";"15-1243.01";"43-4081.00";0,56043956043956;51;91
"15-1243.01";"43-4121.00";"15-1243.01";"43-4121.00";0,505494505494505;46;91
"15-1243.01";"43-4131.00";"15-1243.01";"43-4131.00";0,808510638297872;76;94
"15-1243.01";"43-4161.00";"15-1243.01";"43-4161.00";0,692307692307692;63;91
"15-1243.01";"43-5021.00";"15-1243.01";"43-5021.00";0,406593406593407;37;91
"15-1243.01";"43-5041.00";"15-1243.01";"43-5041.00";0,252747252747253;23;91
"15-1243.01";"43-5051.00";"15-1243.01";"43-5051.00";0,527472527472527;48;91
"15-1243.01";"43-5052.00";"15-1243.01";"43-5052.00";0,351648351648352;32;91
"15-1243.01";"43-5053.00";"15-1243.01";"43-5053.00";0,450549450549451;41;91
"15-1243.01";"43-5071.00";"15-1243.01";"43-5071.00";0,32967032967033;30;91
"15-1243.01";"43-5111.00";"15-1243.01";"43-5111.00";0,373626373626374;34;91
"15-1243.01";"43-6011.00";"15-1243.01";"43-6011.00";0,747252747252747;68;91
"15-1243.01";"43-6014.00";"15-1243.01";"43-6014.00";0,571428571428571;52;91
"15-1243.01";"43-9021.00";"15-1243.01";"43-9021.00";0,538461538461538;49;91
"15-1243.01";"43-9022.00";"15-1243.01";"43-9022.00";0,593406593406593;54;91
"15-1243.01";"43-9051.00";"15-1243.01";"43-9051.00";0,395604395604396;36;91
"15-1243.01";"43-9061.00";"15-1243.01";"43-9061.00";0,626373626373626;57;91
"15-1243.01";"43-9071.00";"15-1243.01";"43-9071.00";0,428571428571429;39;91
"15-1243.01";"43-9081.00";"15-1243.01";"43-9081.00";0,604395604395604;55;91
"15-1243.01";"43-9111.00";"15-1243.01";"43-9111.00";0,802197802197802;73;91
"15-1243.01";"45-2021.00";"15-1243.01";"45-2021.00";0,263736263736264;24;91
"15-1243.01";"45-2041.00";"15-1243.01";"45-2041.00";0,296703296703297;27;91
"15-1243.01";"45-2091.00";"15-1243.01";"45-2091.00";0,175824175824176;16;91
"15-1243.01";"45-2093.00";"15-1243.01";"45-2093.00";0,175824175824176;16;91
"15-1243.01";"45-4022.00";"15-1243.01";"45-4022.00";0,208791208791209;19;91
"15-1243.01";"45-4023.00";"15-1243.01";"45-4023.00";0,307692307692308;28;91
"15-1243.01";"47-2011.00";"15-1243.01";"47-2011.00";0,208791208791209;19;91
"15-1243.01";"47-2021.00";"15-1243.01";"47-2021.00";0,274725274725275;25;91
"15-1243.01";"47-2051.00";"15-1243.01";"47-2051.00";0,263736263736264;24;91
"15-1243.01";"47-2053.00";"15-1243.01";"47-2053.00";0,230769230769231;21;91
"15-1243.01";"47-2072.00";"15-1243.01";"47-2072.00";0,175824175824176;16;91
"15-1243.01";"47-2081.00";"15-1243.01";"47-2081.00";0,230769230769231;21;91
"15-1243.01";"47-2082.00";"15-1243.01";"47-2082.00";0,32967032967033;30;91
"15-1243.01";"47-2131.00";"15-1243.01";"47-2131.00";0,241758241758242;22;91
"15-1243.01";"47-2151.00";"15-1243.01";"47-2151.00";0,164835164835165;15;91
"15-1243.01";"47-2152.04";"15-1243.01";"47-2152.04";0,252747252747253;23;91
"15-1243.01";"47-2161.00";"15-1243.01";"47-2161.00";0,164835164835165;15;91
"15-1243.01";"47-2171.00";"15-1243.01";"47-2171.00";0,296703296703297;27;91
"15-1243.01";"47-2181.00";"15-1243.01";"47-2181.00";0,186813186813187;17;91
"15-1243.01";"47-2221.00";"15-1243.01";"47-2221.00";0,175824175824176;16;91
"15-1243.01";"47-4031.00";"15-1243.01";"47-4031.00";0,164835164835165;15;91
"15-1243.01";"47-4041.00";"15-1243.01";"47-4041.00";0,208791208791209;19;91
"15-1243.01";"47-4051.00";"15-1243.01";"47-4051.00";0,208791208791209;19;91
"15-1243.01";"47-4061.00";"15-1243.01";"47-4061.00";0,263736263736264;24;91
"15-1243.01";"47-4071.00";"15-1243.01";"47-4071.00";0,164835164835165;15;91
"15-1243.01";"47-5023.00";"15-1243.01";"47-5023.00";0,153846153846154;14;91
"15-1243.01";"47-5041.00";"15-1243.01";"47-5041.00";0,186813186813187;17;91
"15-1243.01";"47-5043.00";"15-1243.01";"47-5043.00";0,142857142857143;13;91
"15-1243.01";"47-5081.00";"15-1243.01";"47-5081.00";0,208791208791209;19;91
"15-1243.01";"49-2011.00";"15-1243.01";"49-2011.00";0,483516483516484;44;91
"15-1243.01";"49-2022.00";"15-1243.01";"49-2022.00";0,230769230769231;21;91
"15-1243.01";"49-2091.00";"15-1243.01";"49-2091.00";0,296703296703297;27;91
"15-1243.01";"49-2092.00";"15-1243.01";"49-2092.00";0,285714285714286;26;91
"15-1243.01";"49-2093.00";"15-1243.01";"49-2093.00";0,307692307692308;28;91
"15-1243.01";"49-2095.00";"15-1243.01";"49-2095.00";0,32967032967033;30;91
"15-1243.01";"49-2096.00";"15-1243.01";"49-2096.00";0,296703296703297;27;91
"15-1243.01";"49-2098.00";"15-1243.01";"49-2098.00";0,307692307692308;28;91
"15-1243.01";"49-3021.00";"15-1243.01";"49-3021.00";0,340659340659341;31;91
"15-1243.01";"49-3041.00";"15-1243.01";"49-3041.00";0,164835164835165;15;91
"15-1243.01";"49-3042.00";"15-1243.01";"49-3042.00";0,186813186813187;17;91
"15-1243.01";"49-3043.00";"15-1243.01";"49-3043.00";0,153846153846154;14;91
"15-1243.01";"49-3051.00";"15-1243.01";"49-3051.00";0,230769230769231;21;91
"15-1243.01";"49-3053.00";"15-1243.01";"49-3053.00";0,186813186813187;17;91
"15-1243.01";"49-3091.00";"15-1243.01";"49-3091.00";0,263736263736264;24;91
"15-1243.01";"49-3092.00";"15-1243.01";"49-3092.00";0,197802197802198;18;91
"15-1243.01";"49-9011.00";"15-1243.01";"49-9011.00";0,197802197802198;18;91
"15-1243.01";"49-9012.00";"15-1243.01";"49-9012.00";0,197802197802198;18;91
"15-1243.01";"49-9031.00";"15-1243.01";"49-9031.00";0,252747252747253;23;91
"15-1243.01";"49-9052.00";"15-1243.01";"49-9052.00";0,175824175824176;16;91
"15-1243.01";"49-9061.00";"15-1243.01";"49-9061.00";0,527472527472527;48;91
"15-1243.01";"49-9063.00";"15-1243.01";"49-9063.00";0,43956043956044;40;91
"15-1243.01";"49-9064.00";"15-1243.01";"49-9064.00";0,384615384615385;35;91
