"period";"n_occupations";"n_occupation_pairs";"mean_complementarity";"median_complementarity";"min_complementarity";"max_complementarity"
"2015-2019";332;54946;0,442466203781079;0,440860215053763;0,0111111111111111;0,918367346938776
